productId;title;productPageUrl;imageUrl;offerPrice;numReviews;customerRating;upc;quantity
1F58BAASE008;Watch Series 3 GPS - 42mm - Sport Band - Aluminum Case;https://www.walmart.com/ip/Watch-Series-3-GPS-42mm-Sport-Band-Aluminum-Case/185638711;https://i5.walmartimages.com/asr/64985038-90f0-47ef-89c0-02e0c00c2a4d_1.1d154c8064f7962c62f01d9363578512.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;229;113;4.7434;0019019880692;13987
4UI3RD6F3YIO;"Sceptre 50"" Class FHD (1080P) LED TV (X505BV-FSR)";https://www.walmart.com/ip/Sceptre-50-Class-FHD-1080P-LED-TV-X505BV-FSR/631796609;https://i5.walmartimages.com/asr/5652268b-ec67-4eb9-8768-0dc7d3a9354a_3.5506e228514ae2a327889ac57910feba.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;189.99;3559;4.3507;0079234325054;47148
4DP2B98S03EE;Google Home Mini - Chalk;https://www.walmart.com/ip/Google-Home-Mini-Chalk/159013183?wpa_bd=1558212379420&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=1173b266146d6207c984f3a318fd971f&wpa_aux_info=__aux_info__&wpa_tag=__tag__&wpa_pos=3&wpa_plmt=__plmt__&wpa_aduid=__aduid__;https://i5.walmartimages.com/asr/3c86cfb2-ac4f-4263-8cd0-ce3b4aa47c21_1.f42a6f488de0bfdbb024fd378f2b8093.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;49;305;4.5672;0084277610194;30798
18HJPAG5MWOJ;"Dell G5 Gaming Laptop 15.6"" Full HD, Intel Core i7-8750H, NVIDIA GeForce GTX 1050 Ti 4GB, 1TB HDD + 128GB SSD Storage, 8GB RAM, G5587-7037RED-PUS";https://www.walmart.com/ip/Dell-G5-Gaming-Laptop-15-6-Full-HD-Intel-Core-i7-8750H-NVIDIA-GeForce-GTX-1050-Ti-4GB-1TB-HDD-128GB-SSD-Storage-8GB-RAM-G5587-7037RED-PUS/632628379;https://i5.walmartimages.com/asr/92b55a88-771c-4670-bdff-f2da096551f6_1.52eb3d9018d02476a41cfde9c31ee263.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;999;2595;4.2304;0088411630703;3
5GK312F3ALO4;VIZIO 50” Class 4K Ultra HD (2160P) HDR Smart LED TV (D50x-G9);https://www.walmart.com/ip/VIZIO-50-Class-4K-Ultra-HD-2160P-HDR-Smart-LED-TV-D50x-G9/188972701;https://i5.walmartimages.com/asr/eb17a965-39fc-4f78-9512-ed9e8535cb3f_2.a3bc9a314bb6bf1d7c323ea038f181b8.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;279.99;1476;4.1118;;15444
5EC19WH2Y3P4;Apple iPad (Latest Model) 32GB Wi-Fi - Space Gray;https://www.walmart.com/ip/Apple-iPad-Latest-Model-32GB-Wi-Fi-Space-Gray/876555631;https://i5.walmartimages.com/asr/fc4f49cc-edcc-46f5-9284-a8ee74358bba_1.3974ca991aeb4d064a3a84007bbf05f5.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;249;629;4.7107;0019019864895;22428
1NE5KEGT8G49;"Sceptre 32"" Class HD (720P) LED TV (X322BV-SR)";https://www.walmart.com/ip/Sceptre-32-Class-HD-720P-LED-TV-X322BV-SR/55427159;https://i5.walmartimages.com/asr/38ee580a-8e54-48fa-8f0d-4ca6be5b4c29_3.57548f072dc4d4eb3833b7b2837c5f35.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;89.99;3756;4.4651;0079234323272;16828
3C9PWJ98TKFB;Watch Series 3 GPS - 38mm - Sport Band - Aluminum Case;https://www.walmart.com/ip/Watch-Series-3-GPS-38mm-Sport-Band-Aluminum-Case/706203065;https://i5.walmartimages.com/asr/83ed7cf5-45b5-4f5e-bbb1-a6dfda21ee30_1.018f1bdadbc903ed087e9a71436a38ac.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;199;158;4.6392;0019019880611;16919
74YB6YRZPTS6;"Lenovo 81JW0001US Chromebook S330, 14"" HD Display, Mediatek MT8173C CPU 4GB RAM, 32GB eMMC SSD, Chrome OS, Black";https://www.walmart.com/ip/Lenovo-81JW0001US-Chromebook-S330-14-HD-Display-Mediatek-MT8173C-CPU-4GB-RAM-32GB-eMMC-SSD-Chrome-OS-Black/206750547;https://i5.walmartimages.com/asr/8a54d8c4-fe2b-45e5-a82d-5e7795cc3bbc_1.b62390d770a96572adaa9584f64bdfe2.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;159;170;4.0765;;16680
73OL9PWT7Y6C;"Sceptre 55"" Class 4K Ultra HD (2160P) LED TV (U550CV-U)";https://www.walmart.com/ip/Sceptre-55-Class-4K-Ultra-HD-2160P-LED-TV-U550CV-U/46784939;https://i5.walmartimages.com/asr/057fbb8a-8402-41d3-b1c8-5b7c84d13509_2.1662b24e5088fe73bbb89fbb757008b4.jpeg?odnWidth=200&odnHeight=200&odnBg=ffffff;249.99;3168;3.9293;0079234335620;7629
